album_id,artist_id
1s2pki7lATUaBOL76E3vCV,2gAagCBpgV4wa8KBMUBYWL
1s2pki7lATUaBOL76E3vCV,5CbsLK7qbFYtYsGrUTwy3L
6z29S0IoiBJpSMP8plyCj7,4wotNEGiymduDcFVvAmE1R
6z29S0IoiBJpSMP8plyCj7,5iUNsFz9WCv39ykU1Jynzo
6z29S0IoiBJpSMP8plyCj7,1y7hCztOm1e7WRqSqPYwrQ
6z29S0IoiBJpSMP8plyCj7,5ml86yn6cVmEOH9aPLQiAZ
6z29S0IoiBJpSMP8plyCj7,7lDJanr4DYcKl2fBCjktXa
6z29S0IoiBJpSMP8plyCj7,3nDpp4HvcKgGxHY1sAQKle
6z29S0IoiBJpSMP8plyCj7,6iYhuMSkqjCtQHBJBE8XCn
6z29S0IoiBJpSMP8plyCj7,61I65kUg87io4r7dAI8lNT
6z29S0IoiBJpSMP8plyCj7,67qNGsOICDuicEGG81jcu2
6z29S0IoiBJpSMP8plyCj7,2wNGrjhGaxV0BpMJC7cCa5
6z29S0IoiBJpSMP8plyCj7,0xzEm6ACXwSz8VVA7vHTcf
6z29S0IoiBJpSMP8plyCj7,0ZR7wnBXvaUoO073W3xDY1
6z29S0IoiBJpSMP8plyCj7,5CT8iCIRBtjdOJLMS836xK
6z29S0IoiBJpSMP8plyCj7,3fKJJQFV6a61fnKYDDj2LU
6z29S0IoiBJpSMP8plyCj7,3SX5uwzLmpt2sPERWOa3y9
6z29S0IoiBJpSMP8plyCj7,2UpO4j1Zpptiwk3wbUIWmU
34482S5nfxR441wcnVfrHi,0PnDs1aZvcco3PihWmrQ9n
34482S5nfxR441wcnVfrHi,0DH2x6TSlW0nVggNKJyv0N
34482S5nfxR441wcnVfrHi,1pDe2uDS8M57xKnci0Lwwc
34482S5nfxR441wcnVfrHi,4EvUX3gMK49vMyWciwqNFM
34482S5nfxR441wcnVfrHi,1ze89FX7ci6LNw9CVVDMVG
34482S5nfxR441wcnVfrHi,3TvKKMHZjPLbmWcbaunCTq
34482S5nfxR441wcnVfrHi,5vSpd4ipk1RxFl6ZdAqhlb
34482S5nfxR441wcnVfrHi,31wM072mR7dpHCuiBjVTo9
34482S5nfxR441wcnVfrHi,0UmqeAVMuhYAfGTPfrNsuM
34482S5nfxR441wcnVfrHi,1JwNRXyWu4PxK13mp51p8y
34482S5nfxR441wcnVfrHi,3RNVFFdLsnvezJl1Myd1P0
34482S5nfxR441wcnVfrHi,0Ldgy5f3SARCmazagpf3Ld
34482S5nfxR441wcnVfrHi,7MgUkx4AZSP8lGb6SMdNZK
